Rank,Name,Release Date,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic Score,User Score,ESRB Rating
878,Def Jam Vendetta,2003-03-04,PS2,Fighting,Electronic Arts,EA Sports,0.95,0.74,0.0,0.25,1.94,84.0,81.0,M
879,FIFA Soccer 09,2008-10-14,X360,Sports,Electronic Arts,EA Sports,0.49,1.26,0.01,0.18,1.94,80.0,79.0,E
880,Who wants to be a millionaire,2000-11-01,PC,Misc,Disney Interactive Studios,Sony Computer Entertainment,1.94,0.0,0.0,0.0,1.94,70.0,72.0,E
881,Scooby Doo and the Cyber Chase,2001-10-01,PS,Adventure,THQ,THQ,0.59,1.23,0.0,0.13,1.94,77.0,76.0,E
882,Alleyway,1989-01-01,GB,Puzzle,Nintendo,Nintendo,0.96,0.38,0.55,0.05,1.94,78.0,75.0,E
883,Dragon Ball Z: Budokai 3,2004-11-09,PS2,Fighting,Atari,Namco Bandai,1.09,0.15,0.65,0.04,1.94,83.0,84.0,T
884,Jet Moto 2,1999-09-29,PS,Racing,Sony Computer Entertainment,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,84.0,79.0,T
885,Tom Clancy's Ghost Recon,2001-03-04,PS2,Shooter,Ubisoft,Red Storm Entertainment,1.42,0.4,0.0,0.12,1.94,89.0,81.0,M
886,X-Men Legends,2004-09-28,PS2,Role-Playing,Activision,Raven Software,1.0,0.72,0.0,0.21,1.93,80.0,86.0,T
887,Batman: Arkham Origins,2013-10-25,X360,Action,Warner Bros. Interactive Entertainment,WB Games,1.15,0.61,0.0,0.17,1.93,85.0,84.0,M
888,Guitar Hero: World Tour,2008-10-26,PS3,Misc,Activision,Activision,1.1,0.56,0.0,0.27,1.93,88.0,87.0,T
889,Mortal Kombat II,1993-09-01,SNES,Fighting,Acclaim Entertainment,Midway,1.48,0.39,0.0,0.06,1.93,83.0,86.0,M
890,Virtua Fighter 2,1994-09-01,SAT,Fighting,Sega,Sega,0.34,0.26,1.3,0.03,1.93,89.0,88.0,T
891,Tetris DX,1999-01-01,GB,Puzzle,Nintendo,Nintendo,1.06,0.6,0.2,0.07,1.93,85.0,84.0,E
892,Mortal Kombat vs. DC Universe,2008-11-16,X360,Fighting,Midway Games,Midway,1.53,0.24,0.0,0.16,1.93,70.0,71.0,T
893,Watch Dogs,2014-05-27,PS3,Action,Ubisoft,Ubisoft,0.56,0.89,0.1,0.37,1.93,84.0,81.0,M
894,Mario Super Sluggers,2008-11-18,Wii,Sports,Nintendo,Namco,1.51,0.0,0.29,0.12,1.93,79.0,75.0,E
895,Tomb Raider (2013),2013-03-05,X360,Action,Square Enix,Crystal Dynamics,0.86,0.87,0.01,0.17,1.92,85.0,85.0,M
896,The Legend of Zelda: Oracle of Ages,2001-02-27,GB,Action,Nintendo,Capcom,0.92,0.53,0.41,0.06,1.92,88.0,83.0,E
897,Need for Speed: Shift,2009-09-15,X360,Racing,Electronic Arts,EA Games,0.73,0.97,0.01,0.22,1.92,83.0,78.0,E
898,Monopoly,2002-11-18,Wii,Misc,Electronic Arts,Hasbro,0.87,0.85,0.0,0.2,1.92,75.0,72.0,E
899,Red Faction,2001-05-22,PS2,Shooter,THQ,Volition,0.76,0.96,0.0,0.2,1.92,88.0,85.0,T
900,The Sims: Makin' Magic,2003-10-01,PC,Simulation,Electronic Arts,Maxis,1.03,0.8,0.0,0.09,1.92,81.0,78.0,T
901,MX Unleashed,2004-10-04,PS2,Racing,THQ,Rainbow Studios,0.94,0.73,0.0,0.25,1.92,80.0,79.0,E
902,PaRappa The Rapper,1997-12-05,PS,Misc,Sony Computer Entertainment,NanaOn-Sha,0.26,0.16,1.46,0.03,1.92,82.0,82.0,E
903,Toy Story Mania!,2010-10-12,Wii,Misc,Disney Interactive Studios,Disney Interactive,1.06,0.67,0.0,0.18,1.92,74.0,75.0,E
904,Mario Party 3,2001-03-07,N64,Misc,Nintendo,Nintendo,0.72,0.16,1.01,0.02,1.91,82.0,80.0,E
905,Star Wars: The Force Unleashed,2008-09-16,Wii,Action,LucasArts,LucasArts,1.14,0.57,0.0,0.19,1.91,82.0,78.0,T
906,Game Party 2,2007-11-12,Wii,Misc,Midway Games,Treyarch,1.3,0.44,0.0,0.17,1.91,70.0,72.0,E
907,Destiny: The Taken King,2015-09-15,PS4,Shooter,Activision,Bungie,0.77,0.78,0.04,0.31,1.91,88.0,85.0,M
908,LEGO Star Wars III: The Clone Wars,2011-03-22,Wii,Action,LucasArts,Traveller's Tales,1.08,0.66,0.0,0.17,1.91,78.0,77.0,E
909,Star Wars Rogue Leader: Rogue Squadron II,2001-11-18,GC,Simulation,LucasArts,Factor 5,1.03,0.75,0.03,0.09,1.9,86.0,83.0,T
910,Max Payne 3,2012-05-15,PS3,Shooter,Take-Two Interactive,Rockstar Studios,0.59,0.92,0.06,0.32,1.9,89.0,89.0,M
911,Need for Speed Rivals,2013-11-15,PS4,Racing,Electronic Arts,Ghost Games,0.73,0.91,0.03,0.22,1.89,83.0,78.0,E
912,Madden NFL 09,2008-08-12,PS3,Sports,Electronic Arts,EA Sports,1.56,0.15,0.0,0.18,1.89,79.0,75.0,E
913,Yokai Watch,2015-07-31,3DS,Role-Playing,Nintendo,Level-5,0.21,0.3,1.33,0.04,1.89,82.0,83.0,E
914,Ratchet & Clank Future: A Crack in Time,2009-10-27,PS3,Platform,Sony Computer Entertainment,Insomniac Games,1.05,0.54,0.03,0.26,1.88,89.0,87.0,T
915,Yu-Gi-Oh! Forbidden Memories,2002-11-12,PS,Role-Playing,Konami Digital Entertainment,Konami,1.37,0.44,0.0,0.08,1.88,80.0,79.0,T
916,Mortal Kombat: Deception,2004-10-26,PS2,Fighting,Midway Games,Midway,0.92,0.72,0.0,0.24,1.88,83.0,81.0,M
917,Hot Shots Golf 2,2000-02-15,PS,Sports,Sony Computer Entertainment,Clap Hanz,0.25,0.12,1.48,0.03,1.88,81.0,83.0,E
918,Medal of Honor: European Assault (All Region sales),2005-10-04,PS2,Shooter,Electronic Arts,EA Games,0.89,0.69,0.09,0.21,1.88,75.0,72.0,M
919,WCW Nitro,1999-02-26,PS,Fighting,THQ,THQ,1.42,0.36,0.03,0.07,1.88,72.0,78.0,T
920,High School Musical: Sing It!,2007-10-23,PS2,Misc,Disney Interactive Studios,Harmonix,0.47,0.08,0.0,1.33,1.87,71.0,75.0,E
921,Star Fox Adventures,2002-09-24,GC,Adventure,Nintendo,Rare,0.96,0.53,0.3,0.09,1.87,79.0,78.0,T
922,FIFA 2000,1999-02-01,PS,Sports,Electronic Arts,EA Sports,0.22,1.47,0.04,0.14,1.87,85.0,82.0,E
923,Dynasty Warriors 3,2001-02-21,PS2,Action,THQ,Omega Force,0.53,0.16,1.07,0.1,1.87,81.0,76.0,T
924,Donkey Kong Country Returns,2010-11-21,3DS,Platform,Nintendo,Retro Studios,0.73,0.62,0.4,0.12,1.87,85.0,89.0,E
925,The Legend of Zelda: Oracle of Seasons,2001-02-27,GB,Adventure,Nintendo,Capcom,0.87,0.52,0.41,0.06,1.86,88.0,85.0,E
926,Madden NFL 06,2005-08-09,XB,Sports,Electronic Arts,EA Sports,1.75,0.03,0.0,0.08,1.86,81.0,75.0,E
927,Shrek 2,2004-04-22,PS2,Platform,Activision,Vicarious Visions,1.12,0.69,0.03,0.02,1.86,80.0,77.0,E
928,The Legend of Dragoon,2000-10-10,PS,Role-Playing,Sony Computer Entertainment,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,86.0,86.0,T
929,Turok 2: Seeds of Evil,1998-10-01,N64,Platform,Acclaim Entertainment,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,82.0,79.0,M
930,SingStar,2004-11-16,PS2,Misc,Sony Computer Entertainment,SCEE,0.0,1.37,0.0,0.49,1.86,76.0,83.0,T
931,LittleBigPlanet 3,2014-11-18,PS4,Platform,Sony Computer Entertainment,Sumo Digital,0.64,0.92,0.01,0.29,1.86,82.0,81.0,E
932,NBA Live 2002,2001-10-15,PS2,Sports,Electronic Arts,EA Sports,0.91,0.71,0.0,0.24,1.86,79.0,75.0,E
933,Phineas and Ferb,2011-11-11,DS,Action,Disney Interactive Studios,Disney Interactive,1.34,0.37,0.0,0.15,1.86,75.0,78.0,E
934,Chrono Cross,2000-08-15,PS,Role-Playing,SquareSoft,Square,0.62,0.42,0.69,0.12,1.86,90.0,89.0,T
935,GoldenEye 007 (2010),2010-11-02,Wii,Action,Activision,Eurocom,0.85,0.71,0.13,0.16,1.86,76.0,76.0,T
936,Mario Party: Island Tour,2013-11-22,3DS,Misc,Nintendo,Nintendo,0.61,0.59,0.55,0.11,1.85,80.0,84.0,E
937,Jak 3,2004-11-09,PS2,Platform,Sony Computer Entertainment,Naughty Dog,1.33,0.49,0.0,0.03,1.85,85.0,83.0,E
938,Rayman Raving Rabbids 2,2006-11-14,Wii,Misc,Ubisoft,Ubisoft,0.83,0.82,0.0,0.2,1.85,80.0,82.0,E
939,Kingdom Hearts: Chain of Memories,2004-12-07,GBA,Role-Playing,Square Enix,Square Enix,1.26,0.18,0.35,0.06,1.85,85.0,85.0,T
940,Pinball,1995-10-01,NES,Action,Nintendo,Nintendo,0.8,0.19,0.83,0.03,1.85,81.0,82.0,E
941,inFAMOUS 2,2011-06-07,PS3,Action,Sony Computer Entertainment,Sucker Punch Productions,1.05,0.49,0.08,0.23,1.85,87.0,86.0,T
942,Gran Turismo Concept 2001 Tokyo,2001-10-25,PS2,Racing,Unknown,Polyphony Digital,0.0,1.1,0.42,0.33,1.84,82.0,80.0,E
943,Demon's Souls,2009-10-06,PS3,Role-Playing,Namco Bandai Games,FromSoftware,0.97,0.34,0.35,0.18,1.84,89.0,91.0,M
944,NCAA Football 06,2005-07-12,PS2,Sports,Electronic Arts,EA Sports,1.53,0.05,0.0,0.25,1.84,85.0,79.0,E
945,"Hey You, Pikachu!",2000-11-19,N64,Simulation,Nintendo,Nintendo,0.83,0.06,0.93,0.0,1.83,70.0,75.0,E
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,2003-03-01,GBA,Misc,THQ,Sega,1.31,0.49,0.0,0.03,1.83,75.0,82.0,E
947,World of Warcraft: Mists of Pandaria,2012-10-23,PC,Role-Playing,Activision,Blizzard Entertainment,0.84,0.76,0.0,0.23,1.83,85.0,84.0,T
948,Jet Moto,1996-09-01,PS,Racing,Sony Computer Entertainment,Naughty Dog,1.33,0.4,0.03,0.07,1.83,82.0,83.0,T
949,Just Cause 3,2015-12-01,PS4,Action,Square Enix,Avalanche Studios,0.46,1.02,0.07,0.28,1.83,88.0,87.0,M
950,Secret of Mana,1993-08-06,SNES,Role-Playing,SquareSoft,Square,0.25,0.07,1.49,0.02,1.83,87.0,85.0,E
951,The Orange Box,2007-10-10,X360,Shooter,Electronic Arts,Valve,1.09,0.54,0.02,0.17,1.83,92.0,90.0,M
952,Air Combat,1995-01-01,PS,Simulation,Sony Computer Entertainment,Namco,0.92,0.33,0.52,0.05,1.83,80.0,74.0,T
953,Kirby: Triple Deluxe,2014-01-11,3DS,Platform,Nintendo,Nintendo,0.61,0.34,0.79,0.09,1.82,85.0,88.0,E
954,Sonic & Knuckles,1994-10-14,GEN,Platform,Sega,Sega,1.24,0.43,0.03,0.12,1.82,89.0,87.0,E
955,Namco Museum,1995-01-01,PS2,Misc,Namco Bandai Games,Namco,1.73,0.07,0.0,0.02,1.82,81.0,78.0,T
956,The Sims: Hot Date,2003-09-09,PC,Simulation,Electronic Arts,Maxis,1.81,0.0,0.0,0.0,1.82,85.0,82.0,T
957,Metroid Prime 3: Corruption,2007-08-27,Wii,Shooter,Nintendo,Nintendo,0.91,0.74,0.07,0.09,1.82,93.0,93.0,M
958,Dragon Quest VI: Realms of Revelation,2010-06-08,DS,Role-Playing,Nintendo,Square Enix,0.22,0.21,1.35,0.03,1.81,85.0,87.0,T
959,The Evil Within,2014-10-14,PS4,Action,Bethesda Softworks,Tango Gameworks,0.55,0.84,0.11,0.31,1.81,88.0,82.0,M
960,DDRMAX2: Dance Dance Revolution,2003-10-28,PS2,Simulation,Konami Digital Entertainment,Konami,1.05,0.59,0.0,0.18,1.81,83.0,85.0,T
961,Crazy Taxi,1999-03-01,DC,Racing,Sega,Sega,1.1,0.51,0.12,0.08,1.81,83.0,79.0,T
962,Virtua Fighter 4,2001-03-01,PS2,Fighting,Sega,Sega-AM2,0.78,0.44,0.56,0.04,1.81,88.0,86.0,T
963,Sly 2: Band of Thieves,2004-10-19,PS2,Platform,Sony Computer Entertainment,Sucker Punch Productions,0.88,0.69,0.0,0.23,1.81,88.0,85.0,E
964,Guitar Hero: World Tour,2008-10-26,PS2,Misc,Activision,Neversoft,1.0,0.03,0.0,0.77,1.8,90.0,87.0,T
965,Sonic Advance 2,2002-11-12,GBA,Platform,Sega,Nintendo,0.93,0.59,0.21,0.07,1.8,85.0,81.0,E
966,Madden NFL 07,2006-08-22,X360,Sports,Electronic Arts,EA Sports,1.66,0.0,0.01,0.13,1.8,87.0,83.0,E
967,NBA 2K11,2010-10-05,PS3,Action,Take-Two Interactive,2K Sports,1.41,0.21,0.03,0.16,1.8,88.0,86.0,E
968,NFL GameDay 2000,1999-09-01,PS,Sports,989 Studios,989 Studios,1.0,0.68,0.0,0.12,1.8,79.0,77.0,E
969,Call of Duty: Black Ops 3,2015-11-06,PS3,Shooter,Activision,Treyarch,0.49,0.96,0.07,0.27,1.79,88.0,89.0,M
970,Disney's The Lion King,1994-06-23,SNES,Platform,Virgin Interactive,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,87.0,87.0,E
971,Beyond: Two Souls,2013-10-08,PS3,Adventure,Sony Computer Entertainment,Quantic Dream,0.52,0.88,0.06,0.34,1.79,83.0,80.0,M
972,Kinect Star Wars,2012-04-03,X360,Action,Microsoft Game Studios,Terminal Reality,1.05,0.57,0.03,0.14,1.78,72.0,75.0,T
973,Midnight Club II,2003-05-01,PS2,Racing,Take-Two Interactive,Rockstar North,1.25,0.29,0.0,0.24,1.78,85.0,84.0,M
974,Dragon Quest Monsters: Joker,2006-07-19,DS,Role-Playing,Square Enix,Level-5,0.23,0.03,1.49,0.03,1.78,86.0,83.0,E
975,SpongeBob SquarePants: SuperSponge,2001-01-01,PS,Action,THQ,THQ,1.12,0.58,0.0,0.08,1.78,72.0,77.0,E
976,The Getaway: Black Monday,2002-03-04,PS2,Action,Sony Computer Entertainment,Team Soho,0.39,1.01,0.02,0.36,1.78,78.0,78.0,M
977,Professor Layton and the Mask of Miracle,2010-11-28,3DS,Puzzle,Nintendo,Level-5,0.32,0.95,0.36,0.14,1.78,84.0,85.0,E
978,Just Cause 2,2010-03-23,PS3,Action,Square Enix,Avalanche Studios,0.45,0.94,0.06,0.33,1.78,89.0,86.0,M
979,Dragon's Dogma,2012-05-22,PS3,Role-Playing,Capcom,Capcom,0.41,0.46,0.72,0.19,1.78,85.0,82.0,M
980,The Legend of Zelda: The Wind Waker,2002-12-13,WiiU,Action,Nintendo,Nintendo,0.93,0.57,0.14,0.13,1.77,91.0,92.0,E
981,50 Cent: Bulletproof,2005-11-22,PS2,Action,Vivendi Games,Treyarch,0.85,0.76,0.0,0.16,1.77,65.0,65.0,M
982,High School Musical: Sing It!,2007-10-23,Wii,Misc,Disney Interactive Studios,Harmonix,1.16,0.45,0.0,0.16,1.77,71.0,72.0,E
983,Wii Party U,2013-11-15,WiiU,Misc,Nintendo,Nintendo,0.31,0.54,0.84,0.08,1.77,75.0,78.0,E
984,Madden NFL 25,2014-08-26,PS3,Sports,Electronic Arts,EA Sports,1.59,0.03,0.0,0.15,1.77,81.0,80.0,E
985,Final Fantasy II,1991-06-01,SNES,Role-Playing,Square,Square,0.24,0.09,1.33,0.12,1.77,82.0,84.0,T
986,Kirby 64: The Crystal Shards,2000-03-21,N64,Platform,Nintendo,HAL Laboratory,0.63,0.06,1.03,0.04,1.77,85.0,85.0,E
987,Dead or Alive 3,2001-02-23,XB,Fighting,Microsoft Game Studios,Tecmo,1.19,0.29,0.24,0.06,1.77,88.0,83.0,T
988,UFC 2009 Undisputed,2009-05-19,PS3,Fighting,THQ,Yuke's,1.07,0.45,0.01,0.24,1.77,76.0,81.0,T
989,Metroid II: Return of Samus,1992-11-18,GB,Adventure,Nintendo,Nintendo,0.85,0.31,0.56,0.04,1.76,80.0,80.0,E
990,WWF Attitude,1999-09-01,PS,Fighting,Acclaim Entertainment,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,75.0,79.0,T
991,The SpongeBob SquarePants Movie,2004-11-22,PS2,Platform,THQ,THQ,1.06,0.54,0.0,0.16,1.76,75.0,79.0,E
992,Golden Sun,2001-08-01,GBA,Role-Playing,Nintendo,Camelot Software Planning,0.93,0.38,0.4,0.06,1.76,88.0,85.0,E
993,Sonic the Hedgehog 3,1994-10-01,GEN,Platform,Sega,Sega,1.02,0.47,0.2,0.07,1.76,84.0,81.0,E
994,Kid Icarus,1987-02-01,NES,Platform,Nintendo,Nintendo,0.53,0.12,1.09,0.02,1.76,83.0,86.0,E
995,Def Jam: Fight for NY,2004-10-26,PS2,Fighting,Electronic Arts,EA Sports,0.86,0.67,0.0,0.22,1.76,88.0,84.0,M
996,Tom Clancy's Ghost Recon,2001-03-01,XB,Shooter,Ubisoft,Red Storm Entertainment,1.23,0.46,0.0,0.07,1.76,85.0,82.0,M
997,State of Emergency,2002-03-05,PS2,Action,Take-Two Interactive,Rockstar Games,0.86,0.67,0.0,0.22,1.76,77.0,77.0,M
998,BioShock Infinite,2013-03-26,PS3,Shooter,Take-Two Interactive,Irrational Games,0.72,0.69,0.04,0.31,1.76,93.0,92.0,M
999,Hitman: Absolution,2012-11-20,X360,Action,Square Enix,IO Interactive,0.68,0.9,0.01,0.17,1.76,84.0,86.0,M
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,2005-11-15,GBA,Action,THQ,EA Games,1.26,0.47,0.0,0.03,1.76,81.0,78.0,E
1001,Call of Duty: Black Ops 3,2015-11-06,X360,Shooter,Activision,Treyarch,1.11,0.48,0.0,0.16,1.76,85.0,87.0,M
1002,The Urbz: Sims in the City,2004-11-16,PS2,Simulation,Electronic Arts,Maxis,0.52,0.95,0.0,0.29,1.76,73.0,75.0,T
1003,FIFA Soccer 08,2007-09-25,PS3,Sports,Electronic Arts,EA Sports,0.35,1.07,0.02,0.32,1.76,79.0,78.0,E
1004,Star Wars: Starfighter,2001-02-19,PS2,Simulation,Activision,Factor 5,0.61,0.87,0.02,0.26,1.76,81.0,79.0,T
1005,Madden NFL 2000,1999-08-31,PS,Sports,Electronic Arts,EA Sports,1.68,0.04,0.0,0.04,1.75,82.0,81.0,E
1006,Kingdom Hearts,2002-03-28,PS3,Role-Playing,Square Enix,Square Enix,0.9,0.37,0.25,0.24,1.75,92.0,90.0,E
1007,Star Wars: Battlefront,2004-09-21,XB,Shooter,Activision,Pandemic Studios,1.24,0.45,0.0,0.07,1.75,84.0,86.0,T
1008,Pro Evolution Soccer,2001-09-01,PS2,Sports,Konami Digital Entertainment,Konami,0.06,0.9,0.53,0.27,1.75,87.0,82.0,E
1009,Crackdown,2007-11-20,X360,Shooter,Microsoft Game Studios,Realtime Worlds,1.0,0.54,0.03,0.18,1.75,80.0,84.0,M
1010,Yoshi,1992-08-01,NES,Puzzle,Nintendo,Nintendo,0.7,0.13,0.91,0.01,1.75,88.0,83.0,E
1011,Disney's Aladdin,1993-11-01,SNES,Platform,Capcom,Capcom,0.94,0.34,0.21,0.27,1.75,88.0,86.0,E
1012,Kirby's Adventure,1993-05-01,NES,Platform,Nintendo,Nintendo,0.79,0.14,0.8,0.02,1.75,90.0,89.0,E
1013,Cooking Mama 3: Shop & Chop,2009-10-01,DS,Simulation,505 Games,Cooking Mama Limited,0.83,0.66,0.08,0.18,1.75,80.0,78.0,E
1014,Dance Dance Revolution X,2008-10-28,PS2,Simulation,Konami Digital Entertainment,Konami,0.85,0.66,0.01,0.22,1.75,85.0,80.0,T
1015,2 Games in 1: Disney Princess & The Lion King,2006-11-01,GBA,Misc,THQ,Disney Interactive,1.25,0.46,0.0,0.03,1.75,75.0,79.0,E
1016,Star Wars Episode I: The Phantom Menace,1999-11-02,PS,Adventure,LucasArts,Lucas Learning,0.72,0.89,0.04,0.1,1.74,72.0,68.0,E
1017,Xenosaga Episode I: Der Wille zur Macht,2002-02-28,PS2,Role-Playing,Namco Bandai Games,Monolith Soft,0.63,0.49,0.45,0.17,1.74,84.0,79.0,T
1018,Portal 2,2011-04-18,PS3,Shooter,Valve,Valve,0.83,0.63,0.02,0.25,1.74,92.0,92.0,M
1019,The Beatles: Rock Band,2009-09-09,Wii,Misc,MTV Games,Harmonix,1.19,0.4,0.0,0.16,1.74,89.0,84.0,T
1020,Forza Motorsport 6,2015-09-15,XOne,Racing,Microsoft Game Studios,Turn 10 Studios,0.69,0.89,0.03,0.14,1.74,88.0,90.0,E
1021,Sonic Colors,2010-11-16,Wii,Platform,Sega,Sega,0.96,0.61,0.01,0.16,1.74,80.0,83.0,E
1022,Cruis'n USA,1994-12-01,N64,Racing,Nintendo,Midway,1.69,0.04,0.0,0.01,1.74,82.0,77.0,E
1023,Madden NFL 99,1998-09-01,PS,Sports,Electronic Arts,EA Sports,1.66,0.04,0.0,0.04,1.74,79.0,80.0,E
1024,Diablo III,2012-05-15,PS4,Role-Playing,Activision,Blizzard Entertainment,0.49,0.88,0.06,0.3,1.74,89.0,85.0,M
1025,Uncharted: Golden Abyss,2011-02-22,PSV,Shooter,Sony Computer Entertainment,Naughty Dog,0.59,0.75,0.13,0.27,1.74,87.0,81.0,T
1026,Destiny,2014-09-09,PS3,Shooter,Activision,Bungie,0.67,0.66,0.12,0.27,1.73,88.0,85.0,M
1027,SSX Tricky,2001-11-12,PS2,Sports,Electronic Arts,EA Sports BIG,0.85,0.66,0.0,0.22,1.73,88.0,87.0,E
1028,Overwatch,2016-05-24,PS4,Shooter,Activision,Blizzard Entertainment,0.64,0.68,0.14,0.26,1.73,91.0,90.0,M
1029,Twisted Metal III,1998-10-01,PS,Action,989 Studios,Incognito Entertainment,1.48,0.2,0.0,0.05,1.73,84.0,78.0,T
1030,Harry Potter and the Sorcerer's Stone,2001-11-15,GB,Action,Electronic Arts,EA Games,0.94,0.62,0.1,0.07,1.73,85.0,86.0,E
1031,Disney Infinity,2013-08-18,Wii,Action,Disney Interactive Studios,Avalanche Software,1.15,0.44,0.0,0.14,1.73,74.0,74.0,E
1032,Crash Bandicoot: The Huge Adventure,2001-11-13,GBA,Platform,Universal Interactive,Vicarious Visions,0.95,0.7,0.0,0.08,1.73,80.0,82.0,E
1033,Dishonored,2012-10-09,X360,Action,Bethesda Softworks,Arkane Studios,1.06,0.52,0.01,0.14,1.73,91.0,87.0,M
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003-12-09,PS2,Action,Take-Two Interactive,Rockstar Games,0.85,0.66,0.0,0.22,1.72,86.0,84.0,M
1035,The Order: 1886,2015-02-20,PS4,Shooter,Sony Computer Entertainment,Ready at Dawn,0.61,0.78,0.06,0.27,1.72,76.0,76.0,M
1036,The Elder Scrolls Online,2014-06-09,PS4,Role-Playing,Bethesda Softworks,Bethesda Game Studios,0.66,0.78,0.0,0.28,1.72,80.0,80.0,M
1037,Call of Duty: World at War Final Fronts,2008-11-10,PS2,Shooter,Activision,Rebellion Developments,0.61,0.18,0.0,0.94,1.72,78.0,75.0,M
1038,Imagine: Teacher,2007-08-01,DS,Simulation,Ubisoft,Lexis Numerique,0.7,0.83,0.0,0.19,1.72,67.0,68.0,E
1039,Call of Duty: Modern Warfare 3,2011-11-08,PC,Shooter,Activision,Infinity Ward,0.41,0.98,0.0,0.33,1.72,85.0,83.0,M
1040,Madden NFL 2005,2004-08-10,XB,Sports,Electronic Arts,EA Sports,1.61,0.03,0.0,0.08,1.72,87.0,80.0,E
1041,Star Ocean: Till The End of Time,2004-02-26,PS2,Role-Playing,Ubisoft,Tri-Ace,0.8,0.21,0.55,0.15,1.72,87.0,83.0,T
1042,The Sims 3: Late Night Expansion Pack,2010-10-05,PC,Simulation,Electronic Arts,Maxis,0.59,0.87,0.0,0.25,1.71,80.0,81.0,T
1043,Game Party 3,2010-11-16,Wii,Puzzle,Warner Bros. Interactive Entertainment,High Voltage Software,1.43,0.16,0.0,0.12,1.71,78.0,78.0,E
1044,Toy Story 2: Buzz Lightyear to the Rescue!,1999-10-28,PS,Platform,Activision,Treyarch,0.99,0.64,0.0,0.08,1.71,79.0,79.0,E
1045,Deal or No Deal,2008-02-19,DS,Misc,Mindscape,Hands-On Mobile,1.15,0.41,0.0,0.15,1.71,70.0,68.0,E
1046,Ace Combat 5: The Unsung War,2004-10-19,PS2,Simulation,Sony Computer Entertainment Europe,Namco,0.88,0.34,0.32,0.18,1.71,85.0,84.0,T
1047,Need for Speed Underground,2003-11-17,XB,Racing,Electronic Arts,EA Sports,1.09,0.55,0.0,0.07,1.71,85.0,86.0,E
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,2007-03-15,DS,Misc,Nintendo,D3 Publisher,0.0,0.0,1.71,0.0,1.71,74.0,74.0,E
1049,Tetris Worlds,2001-11-01,GBA,Puzzle,THQ,THQ,1.25,0.39,0.0,0.06,1.71,79.0,76.0,E
1050,Cabela's Big Game Hunter 2010,2009-03-16,Wii,Sports,Activision Value,Cabela's,1.58,0.0,0.0,0.12,1.7,71.0,72.0,T
1051,The Crew,2014-12-02,PS4,Racing,Ubisoft,Ivory Tower,0.34,1.08,0.03,0.26,1.7,79.0,79.0,E
1052,FIFA Soccer 10,2009-09-29,PS2,Sports,Electronic Arts,EA Sports,0.23,0.24,0.0,1.23,1.7,80.0,78.0,E
1053,We Ski,2008-02-15,Wii,Sports,Namco Bandai Games,Nippon Ichi Software,0.99,0.42,0.14,0.15,1.7,70.0,72.0,E
1054,Personal Trainer: Math,2007-10-16,DS,Puzzle,Nintendo,Nintendo,0.49,1.12,0.0,0.09,1.7,78.0,76.0,E
1055,Kirby's Return to Dreamland,2010-10-24,Wii,Platform,Nintendo,HAL Laboratory,0.62,0.21,0.79,0.08,1.7,85.0,83.0,E
1056,Super Puyo Puyo,1993-10-01,SNES,Puzzle,Banpresto,Nintendo,0.0,0.0,1.69,0.01,1.7,80.0,81.0,E
1057,Ben 10: Protector of Earth,2007-10-29,DS,Action,D3Publisher,High Voltage Software,0.69,0.83,0.0,0.19,1.7,75.0,75.0,E
1058,NCAA Football 07,2006-07-18,PS2,Sports,Electronic Arts,EA Sports,1.41,0.05,0.0,0.23,1.7,80.0,78.0,E
1059,SOCOM 3: U.S. Navy SEALs,2005-10-10,PS2,Shooter,Sony Computer Entertainment,Zipper Interactive,1.22,0.34,0.04,0.1,1.69,82.0,79.0,M
1060,NBA 2K15,2014-09-30,XOne,Sports,Take-Two Interactive,Visual Concepts,1.36,0.18,0.0,0.15,1.69,83.0,82.0,E
1061,Saints Row 2,2008-08-26,PS3,Action,THQ,Volition,0.88,0.54,0.02,0.25,1.69,85.0,83.0,M
1062,Saints Row IV,2013-08-20,X360,Action,Deep Silver,Volition,1.01,0.53,0.01,0.14,1.69,80.0,82.0,M
1063,Jampack Winter '99,1999-12-01,PS,Misc,Sony Computer Entertainment,SCEA,0.94,0.64,0.0,0.11,1.69,74.0,75.0,T
1064,Dragon Age: Origins,2009-10-20,PS3,Role-Playing,Electronic Arts,BioWare,0.96,0.44,0.08,0.22,1.69,89.0,85.0,M
1065,FIFA 16,2015-09-22,X360,Sports,Electronic Arts,EA Sports,0.55,1.01,0.0,0.13,1.69,87.0,84.0,E
